RUN	BasicLoadSimulation	basicloadsimulation	1587283389484	 	3.3.1
REQUEST	13		Get All Video Games	1587283392865	1587283393046	OK	 
REQUEST	5		Get All Video Games	1587283392864	1587283393049	OK	 
USER	Code Reuse	21	START	1587283393051	1587283393051
REQUEST	14		Get All Video Games	1587283392866	1587283393057	OK	 
REQUEST	9		Get All Video Games	1587283392859	1587283393062	OK	 
REQUEST	5		Get All Video Games	1587283393051	1587283393064	OK	 
REQUEST	18		Get All Video Games	1587283392904	1587283393066	OK	 
REQUEST	3		Get All Video Games	1587283392995	1587283393072	OK	 
REQUEST	6		Get All Video Games	1587283392995	1587283393074	OK	 
REQUEST	4		Get All Video Games	1587283392999	1587283393078	OK	 
REQUEST	15		Get All Video Games	1587283393005	1587283393081	OK	 
REQUEST	11		Get All Video Games	1587283393000	1587283393086	OK	 
REQUEST	1		Get All Video Games	1587283392999	1587283393090	OK	 
REQUEST	8		Get All Video Games	1587283392995	1587283393094	OK	 
REQUEST	1		Get All Video Games	1587283393091	1587283393096	OK	 
USER	Code Reuse	22	START	1587283393101	1587283393101
REQUEST	10		Get All Video Games	1587283393005	1587283393104	OK	 
REQUEST	16		Get All Video Games	1587283393001	1587283393109	OK	 
REQUEST	22		Get All Video Games	1587283393102	1587283393111	OK	 
REQUEST	19		Get All Video Games	1587283393031	1587283393114	OK	 
REQUEST	22		Get All Video Games	1587283393113	1587283393125	OK	 
REQUEST	7		Get All Video Games	1587283393020	1587283393128	OK	 
REQUEST	13		Get All Video Games	1587283393048	1587283393136	OK	 
REQUEST	13		Get All Video Games	1587283393137	1587283393146	OK	 
USER	Code Reuse	23	START	1587283393148	1587283393148
REQUEST	9		Get All Video Games	1587283393063	1587283393156	OK	 
REQUEST	5		Get All Video Games	1587283393065	1587283393164	OK	 
REQUEST	14		Get All Video Games	1587283393062	1587283393167	OK	 
REQUEST	12		Get All Video Games	1587283393004	1587283393174	OK	 
REQUEST	2		Get All Video Games	1587283392997	1587283393175	OK	 
REQUEST	10		Get All Video Games	1587283393105	1587283393180	OK	 
REQUEST	17		Get All Video Games	1587283393009	1587283393184	OK	 
REQUEST	16		Get All Video Games	1587283393110	1587283393189	OK	 
REQUEST	19		Get All Video Games	1587283393115	1587283393196	OK	 
REQUEST	10		Get Specific game	1587283393181	1587283393196	OK	 
USER	Code Reuse	24	START	1587283393203	1587283393203
REQUEST	10		Get Specific game	1587283393198	1587283393208	OK	 
REQUEST	7		Get All Video Games	1587283393129	1587283393213	OK	 
REQUEST	10		Get Specific game	1587283393209	1587283393218	OK	 
REQUEST	21		Get All Video Games	1587283393052	1587283393226	OK	 
REQUEST	9		Get All Video Games	1587283393157	1587283393234	OK	 
REQUEST	9		Get Specific game	1587283393235	1587283393241	OK	 
REQUEST	23		Get All Video Games	1587283393148	1587283393247	OK	 
USER	Code Reuse	25	START	1587283393253	1587283393253
REQUEST	13		Get Specific game	1587283393147	1587283393261	OK	 
REQUEST	13		Get Specific game	1587283393263	1587283393271	OK	 
REQUEST	5		Get Specific game	1587283393165	1587283393273	OK	 
REQUEST	18		Get All Video Games	1587283393068	1587283393279	OK	 
REQUEST	14		Get All Video Games	1587283393168	1587283393285	OK	 
REQUEST	3		Get All Video Games	1587283393073	1587283393294	OK	 
REQUEST	20		Get All Video Games	1587283393006	1587283393295	OK	 
REQUEST	4		Get All Video Games	1587283393079	1587283393301	OK	 
REQUEST	6		Get All Video Games	1587283393075	1587283393304	OK	 
REQUEST	4		Get Specific game	1587283393301	1587283393310	OK	 
REQUEST	15		Get All Video Games	1587283393082	1587283393315	OK	 
REQUEST	4		Get Specific game	1587283393312	1587283393323	OK	 
REQUEST	11		Get All Video Games	1587283393087	1587283393328	OK	 
REQUEST	4		Get Specific game	1587283393326	1587283393332	OK	 
REQUEST	8		Get All Video Games	1587283393095	1587283393336	OK	 
REQUEST	8		Get Specific game	1587283393337	1587283393342	OK	 
REQUEST	4		Get Specific game	1587283393338	1587283393344	OK	 
REQUEST	1		Get Specific game	1587283393097	1587283393350	OK	 
REQUEST	12		Get All Video Games	1587283393176	1587283393353	OK	 
REQUEST	12		Get Specific game	1587283393353	1587283393358	OK	 
REQUEST	2		Get All Video Games	1587283393176	1587283393360	OK	 
REQUEST	17		Get All Video Games	1587283393185	1587283393366	OK	 
USER	Code Reuse	26	START	1587283393371	1587283393371
USER	Code Reuse	27	START	1587283393377	1587283393377
REQUEST	16		Get Specific game	1587283393191	1587283393385	OK	 
REQUEST	19		Get Specific game	1587283393197	1587283393391	OK	 
REQUEST	22		Get All Video Games	1587283393126	1587283393394	OK	 
REQUEST	21		Get All Video Games	1587283393227	1587283393399	OK	 
REQUEST	7		Get Specific game	1587283393213	1587283393400	OK	 
USER	Code Reuse	28	START	1587283393403	1587283393403
REQUEST	23		Get All Video Games	1587283393251	1587283393408	OK	 
REQUEST	7		Get Specific game	1587283393401	1587283393410	OK	 
REQUEST	25		Get All Video Games	1587283393253	1587283393414	OK	 
REQUEST	24		Get All Video Games	1587283393205	1587283393414	OK	 
REQUEST	5		Get Specific game	1587283393274	1587283393419	OK	 
REQUEST	18		Get All Video Games	1587283393280	1587283393423	OK	 
REQUEST	13		Get Specific game	1587283393277	1587283393427	OK	 
REQUEST	14		Get Specific game	1587283393286	1587283393428	OK	 
REQUEST	20		Get All Video Games	1587283393296	1587283393432	OK	 
REQUEST	14		Get Specific game	1587283393429	1587283393434	OK	 
REQUEST	20		Get All Video Games	1587283393433	1587283393437	OK	 
REQUEST	6		Get Specific game	1587283393305	1587283393441	OK	 
REQUEST	20		Get Specific game	1587283393438	1587283393445	OK	 
REQUEST	15		Get Specific game	1587283393316	1587283393449	OK	 
REQUEST	20		Get Specific game	1587283393447	1587283393455	OK	 
REQUEST	11		Get Specific game	1587283393329	1587283393459	OK	 
REQUEST	20		Get Specific game	1587283393457	1587283393463	OK	 
REQUEST	11		Get Specific game	1587283393460	1587283393465	OK	 
USER	Code Reuse	29	START	1587283393468	1587283393468
REQUEST	8		Get Specific game	1587283393346	1587283393472	OK	 
REQUEST	4		Get Specific game	1587283393346	1587283393475	OK	 
REQUEST	1		Get Specific game	1587283393351	1587283393475	OK	 
REQUEST	12		Get Specific game	1587283393359	1587283393480	OK	 
REQUEST	8		Get Specific game	1587283393477	1587283393484	OK	 
REQUEST	2		Get Specific game	1587283393361	1587283393486	OK	 
REQUEST	26		Get All Video Games	1587283393372	1587283393488	OK	 
REQUEST	8		Get Specific game	1587283393485	1587283393490	OK	 
REQUEST	16		Get Specific game	1587283393386	1587283393492	OK	 
REQUEST	17		Get Specific game	1587283393367	1587283393497	OK	 
REQUEST	16		Get Specific game	1587283393493	1587283393501	OK	 
REQUEST	10		Get Specific game	1587283393220	1587283393502	OK	 
REQUEST	21		Get All Video Games	1587283393402	1587283393514	OK	 
REQUEST	9		Get Specific game	1587283393242	1587283393515	OK	 
REQUEST	22		Get Specific game	1587283393396	1587283393517	OK	 
REQUEST	29		Get All Video Games	1587283393469	1587283393518	OK	 
REQUEST	27		Get All Video Games	1587283393378	1587283393519	OK	 
USER	Code Reuse	30	START	1587283393519	1587283393519
REQUEST	7		Get Specific game	1587283393411	1587283393521	OK	 
REQUEST	10		Get Specific game	1587283393514	1587283393529	OK	 
REQUEST	10		Get All Video Games	1587283393530	1587283393535	OK	 
REQUEST	28		Get All Video Games	1587283393404	1587283393542	OK	 
REQUEST	28		Get All Video Games	1587283393543	1587283393553	OK	 
USER	Code Reuse	31	START	1587283393555	1587283393555
REQUEST	24		Get All Video Games	1587283393415	1587283393565	OK	 
REQUEST	31		Get All Video Games	1587283393556	1587283393566	OK	 
REQUEST	31		Get All Video Games	1587283393567	1587283393574	OK	 
REQUEST	25		Get All Video Games	1587283393415	1587283393581	OK	 
REQUEST	5		Get Specific game	1587283393421	1587283393585	OK	 
REQUEST	5		Get Specific game	1587283393585	1587283393590	OK	 
REQUEST	18		Get Specific game	1587283393423	1587283393591	OK	 
REQUEST	13		Get Specific game	1587283393428	1587283393598	OK	 
REQUEST	3		Get Specific game	1587283393295	1587283393602	OK	 
REQUEST	14		Get Specific game	1587283393436	1587283393602	OK	 
REQUEST	6		Get Specific game	1587283393442	1587283393607	OK	 
REQUEST	15		Get Specific game	1587283393451	1587283393608	OK	 
REQUEST	20		Get Specific game	1587283393464	1587283393612	OK	 
REQUEST	15		Get Specific game	1587283393609	1587283393614	OK	 
REQUEST	11		Get Specific game	1587283393466	1587283393617	OK	 
REQUEST	4		Get All Video Games	1587283393476	1587283393620	OK	 
REQUEST	1		Get Specific game	1587283393476	1587283393623	OK	 
REQUEST	4		Get All Video Games	1587283393621	1587283393627	OK	 
REQUEST	1		Get Specific game	1587283393624	1587283393631	OK	 
REQUEST	4		Get All Video Games	1587283393628	1587283393636	OK	 
REQUEST	1		Get Specific game	1587283393633	1587283393639	OK	 
USER	Code Reuse	4	END	1587283392766	1587283393643
REQUEST	1		Get All Video Games	1587283393640	1587283393647	OK	 
REQUEST	12		Get Specific game	1587283393480	1587283393649	OK	 
USER	Code Reuse	32	START	1587283393651	1587283393651
REQUEST	26		Get All Video Games	1587283393489	1587283393655	OK	 
REQUEST	8		Get Specific game	1587283393491	1587283393661	OK	 
USER	Code Reuse	33	START	1587283393663	1587283393663
REQUEST	17		Get Specific game	1587283393497	1587283393666	OK	 
REQUEST	8		Get All Video Games	1587283393662	1587283393668	OK	 
REQUEST	19		Get Specific game	1587283393392	1587283393670	OK	 
REQUEST	23		Get All Video Games	1587283393409	1587283393675	OK	 
REQUEST	9		Get Specific game	1587283393516	1587283393676	OK	 
REQUEST	29		Get All Video Games	1587283393518	1587283393680	OK	 
REQUEST	16		Get Specific game	1587283393516	1587283393681	OK	 
REQUEST	21		Get Specific game	1587283393515	1587283393689	OK	 
REQUEST	21		Get Specific game	1587283393689	1587283393698	OK	 
REQUEST	7		Get Specific game	1587283393522	1587283393709	OK	 
USER	Code Reuse	34	START	1587283393712	1587283393712
REQUEST	27		Get All Video Games	1587283393519	1587283393725	OK	 
REQUEST	30		Get All Video Games	1587283393519	1587283393730	OK	 
REQUEST	10		Get All Video Games	1587283393538	1587283393739	OK	 
REQUEST	30		Get All Video Games	1587283393731	1587283393744	OK	 
REQUEST	24		Get All Video Games	1587283393569	1587283393749	OK	 
REQUEST	28		Get All Video Games	1587283393555	1587283393751	OK	 
REQUEST	24		Get Specific game	1587283393750	1587283393756	OK	 
REQUEST	28		Get Specific game	1587283393752	1587283393757	OK	 
REQUEST	24		Get Specific game	1587283393757	1587283393762	OK	 
REQUEST	5		Get Specific game	1587283393591	1587283393768	OK	 
USER	Code Reuse	35	START	1587283393768	1587283393768
REQUEST	3		Get Specific game	1587283393603	1587283393772	OK	 
REQUEST	6		Get Specific game	1587283393608	1587283393774	OK	 
REQUEST	20		Get Specific game	1587283393613	1587283393777	OK	 
REQUEST	2		Get Specific game	1587283393486	1587283393779	OK	 
REQUEST	12		Get Specific game	1587283393650	1587283393781	OK	 
REQUEST	19		Get Specific game	1587283393671	1587283393785	OK	 
REQUEST	16		Get Specific game	1587283393681	1587283393788	OK	 
REQUEST	34		Get All Video Games	1587283393713	1587283393789	OK	 
REQUEST	29		Get All Video Games	1587283393683	1587283393791	OK	 
REQUEST	7		Get Specific game	1587283393710	1587283393793	OK	 
REQUEST	27		Get All Video Games	1587283393726	1587283393796	OK	 
REQUEST	10		Get All Video Games	1587283393741	1587283393798	OK	 
USER	Code Reuse	10	END	1587283392768	1587283393799
REQUEST	22		Get Specific game	1587283393517	1587283393800	OK	 
USER	Code Reuse	36	START	1587283393803	1587283393803
REQUEST	22		Get Specific game	1587283393801	1587283393808	OK	 
REQUEST	25		Get All Video Games	1587283393582	1587283393811	OK	 
REQUEST	31		Get All Video Games	1587283393576	1587283393812	OK	 
USER	Code Reuse	37	START	1587283393813	1587283393813
REQUEST	24		Get Specific game	1587283393764	1587283393819	OK	 
REQUEST	18		Get Specific game	1587283393592	1587283393822	OK	 
REQUEST	13		Get Specific game	1587283393598	1587283393826	OK	 
REQUEST	14		Get Specific game	1587283393603	1587283393828	OK	 
REQUEST	5		Get All Video Games	1587283393768	1587283393831	OK	 
REQUEST	3		Get Specific game	1587283393773	1587283393838	OK	 
REQUEST	35		Get All Video Games	1587283393769	1587283393839	OK	 
REQUEST	6		Get Specific game	1587283393775	1587283393843	OK	 
REQUEST	15		Get Specific game	1587283393615	1587283393844	OK	 
REQUEST	1		Get All Video Games	1587283393648	1587283393847	OK	 
REQUEST	20		Get All Video Games	1587283393778	1587283393851	OK	 
REQUEST	32		Get All Video Games	1587283393652	1587283393855	OK	 
REQUEST	18		Get Specific game	1587283393823	1587283393857	OK	 
REQUEST	26		Get All Video Games	1587283393657	1587283393858	OK	 
REQUEST	11		Get Specific game	1587283393618	1587283393860	OK	 
REQUEST	26		Get Specific game	1587283393859	1587283393864	OK	 
REQUEST	2		Get Specific game	1587283393780	1587283393865	OK	 
REQUEST	17		Get Specific game	1587283393666	1587283393870	OK	 
REQUEST	2		Get Specific game	1587283393866	1587283393877	OK	 
REQUEST	33		Get All Video Games	1587283393664	1587283393883	OK	 
REQUEST	2		Get Specific game	1587283393879	1587283393886	OK	 
REQUEST	33		Get All Video Games	1587283393884	1587283393889	OK	 
REQUEST	2		Get All Video Games	1587283393887	1587283393892	OK	 
REQUEST	33		Get All Video Games	1587283393891	1587283393896	OK	 
REQUEST	2		Get All Video Games	1587283393894	1587283393900	OK	 
REQUEST	33		Get Specific game	1587283393897	1587283393907	OK	 
REQUEST	12		Get Specific game	1587283393782	1587283393908	OK	 
REQUEST	8		Get All Video Games	1587283393671	1587283393912	OK	 
REQUEST	9		Get Specific game	1587283393676	1587283393914	OK	 
REQUEST	23		Get Specific game	1587283393675	1587283393919	OK	 
REQUEST	21		Get Specific game	1587283393702	1587283393922	OK	 
REQUEST	19		Get Specific game	1587283393786	1587283393925	OK	 
REQUEST	16		Get All Video Games	1587283393788	1587283393928	OK	 
REQUEST	34		Get All Video Games	1587283393789	1587283393931	OK	 
USER	Code Reuse	38	START	1587283393930	1587283393930
REQUEST	29		Get Specific game	1587283393792	1587283393937	OK	 
REQUEST	7		Get All Video Games	1587283393794	1587283393938	OK	 
REQUEST	29		Get Specific game	1587283393937	1587283393942	OK	 
REQUEST	7		Get All Video Games	1587283393939	1587283393945	OK	 
USER	Code Reuse	39	START	1587283393944	1587283393944
REQUEST	29		Get Specific game	1587283393945	1587283393951	OK	 
REQUEST	39		Get All Video Games	1587283393947	1587283393954	OK	 
REQUEST	39		Get All Video Games	1587283393954	1587283393961	OK	 
REQUEST	30		Get All Video Games	1587283393745	1587283393962	OK	 
REQUEST	30		Get Specific game	1587283393962	1587283393967	OK	 
REQUEST	39		Get All Video Games	1587283393964	1587283393969	OK	 
REQUEST	36		Get All Video Games	1587283393804	1587283393973	OK	 
REQUEST	31		Get Specific game	1587283393812	1587283393974	OK	 
REQUEST	37		Get All Video Games	1587283393813	1587283393977	OK	 
REQUEST	31		Get Specific game	1587283393975	1587283393978	OK	 
REQUEST	25		Get Specific game	1587283393812	1587283393982	OK	 
REQUEST	24		Get Specific game	1587283393820	1587283393983	OK	 
REQUEST	13		Get All Video Games	1587283393826	1587283393987	OK	 
REQUEST	14		Get Specific game	1587283393829	1587283393988	OK	 
REQUEST	13		Get All Video Games	1587283393987	1587283393994	OK	 
REQUEST	5		Get All Video Games	1587283393832	1587283393997	OK	 
REQUEST	13		Get All Video Games	1587283393994	1587283393998	OK	 
USER	Code Reuse	13	END	1587283392865	1587283393999
USER	Code Reuse	40	START	1587283394000	1587283394000
REQUEST	3		Get Specific game	1587283393839	1587283394005	OK	 
REQUEST	40		Get All Video Games	1587283394000	1587283394007	OK	 
REQUEST	8		Get All Video Games	1587283393913	1587283394013	OK	 
USER	Code Reuse	8	END	1587283392767	1587283394013
REQUEST	21		Get Specific game	1587283393922	1587283394014	OK	 
REQUEST	16		Get All Video Games	1587283393928	1587283394016	OK	 
USER	Code Reuse	41	START	1587283394016	1587283394016
REQUEST	19		Get Specific game	1587283393926	1587283394018	OK	 
REQUEST	28		Get Specific game	1587283393758	1587283394024	OK	 
REQUEST	22		Get Specific game	1587283393808	1587283394026	OK	 
REQUEST	37		Get All Video Games	1587283393977	1587283394026	OK	 
REQUEST	9		Get Specific game	1587283393915	1587283394037	OK	 
REQUEST	34		Get All Video Games	1587283393932	1587283394038	OK	 
REQUEST	16		Get All Video Games	1587283394017	1587283394043	OK	 
REQUEST	19		Get All Video Games	1587283394019	1587283394044	OK	 
USER	Code Reuse	16	END	1587283392867	1587283394044
REQUEST	27		Get Specific game	1587283393796	1587283394047	OK	 
REQUEST	18		Get Specific game	1587283393859	1587283394048	OK	 
REQUEST	7		Get All Video Games	1587283393946	1587283394053	OK	 
USER	Code Reuse	7	END	1587283392767	1587283394054
REQUEST	29		Get Specific game	1587283393952	1587283394058	OK	 
REQUEST	30		Get Specific game	1587283393968	1587283394058	OK	 
REQUEST	36		Get All Video Games	1587283393974	1587283394063	OK	 
REQUEST	29		Get Specific game	1587283394058	1587283394067	OK	 
USER	Code Reuse	42	START	1587283394066	1587283394066
REQUEST	31		Get Specific game	1587283393979	1587283394070	OK	 
REQUEST	29		Get All Video Games	1587283394067	1587283394073	OK	 
REQUEST	37		Get All Video Games	1587283394026	1587283394074	OK	 
REQUEST	28		Get Specific game	1587283394024	1587283394076	OK	 
REQUEST	25		Get Specific game	1587283393982	1587283394077	OK	 
REQUEST	24		Get Specific game	1587283393984	1587283394078	OK	 
REQUEST	14		Get All Video Games	1587283393989	1587283394080	OK	 
REQUEST	5		Get All Video Games	1587283393997	1587283394081	OK	 
REQUEST	39		Get Specific game	1587283393970	1587283394082	OK	 
USER	Code Reuse	5	END	1587283392766	1587283394081
REQUEST	23		Get Specific game	1587283393920	1587283394084	OK	 
REQUEST	38		Get All Video Games	1587283393932	1587283394085	OK	 
REQUEST	3		Get Specific game	1587283394006	1587283394086	OK	 
REQUEST	35		Get All Video Games	1587283393840	1587283394087	OK	 
REQUEST	6		Get Specific game	1587283393843	1587283394088	OK	 
REQUEST	38		Get All Video Games	1587283394086	1587283394089	OK	 
REQUEST	15		Get Specific game	1587283393845	1587283394090	OK	 
REQUEST	1		Get All Video Games	1587283393849	1587283394091	OK	 
USER	Code Reuse	1	END	1587283392765	1587283394092
REQUEST	20		Get All Video Games	1587283393853	1587283394093	OK	 
REQUEST	32		Get All Video Games	1587283393855	1587283394095	OK	 
REQUEST	11		Get Specific game	1587283393860	1587283394096	OK	 
REQUEST	20		Get All Video Games	1587283394093	1587283394098	OK	 
USER	Code Reuse	20	END	1587283393004	1587283394099
REQUEST	32		Get All Video Games	1587283394095	1587283394105	OK	 
REQUEST	17		Get Specific game	1587283393871	1587283394106	OK	 
REQUEST	32		Get Specific game	1587283394105	1587283394109	OK	 
REQUEST	40		Get All Video Games	1587283394008	1587283394111	OK	 
REQUEST	26		Get Specific game	1587283393866	1587283394111	OK	 
REQUEST	2		Get All Video Games	1587283393901	1587283394113	OK	 
USER	Code Reuse	2	END	1587283392765	1587283394114
REQUEST	40		Get All Video Games	1587283394111	1587283394116	OK	 
REQUEST	33		Get Specific game	1587283393908	1587283394116	OK	 
REQUEST	12		Get All Video Games	1587283393909	1587283394121	OK	 
REQUEST	21		Get Specific game	1587283394015	1587283394121	OK	 
USER	Code Reuse	43	START	1587283394124	1587283394124
REQUEST	21		Get All Video Games	1587283394121	1587283394126	OK	 
REQUEST	9		Get All Video Games	1587283394037	1587283394133	OK	 
REQUEST	34		Get Specific game	1587283394039	1587283394138	OK	 
REQUEST	41		Get All Video Games	1587283394017	1587283394139	OK	 
REQUEST	19		Get All Video Games	1587283394045	1587283394143	OK	 
REQUEST	27		Get Specific game	1587283394048	1587283394144	OK	 
REQUEST	19		Get All Video Games	1587283394143	1587283394148	OK	 
USER	Code Reuse	19	END	1587283392955	1587283394149
REQUEST	18		Get Specific game	1587283394049	1587283394152	OK	 
REQUEST	30		Get Specific game	1587283394059	1587283394153	OK	 
REQUEST	36		Get All Video Games	1587283394064	1587283394157	OK	 
REQUEST	42		Get All Video Games	1587283394068	1587283394158	OK	 
REQUEST	31		Get Specific game	1587283394071	1587283394162	OK	 
REQUEST	22		Get Specific game	1587283394026	1587283394162	OK	 
REQUEST	31		Get Specific game	1587283394162	1587283394166	OK	 
REQUEST	29		Get All Video Games	1587283394074	1587283394168	OK	 
REQUEST	37		Get Specific game	1587283394075	1587283394172	OK	 
REQUEST	25		Get Specific game	1587283394077	1587283394174	OK	 
REQUEST	37		Get Specific game	1587283394172	1587283394177	OK	 
REQUEST	25		Get Specific game	1587283394174	1587283394183	OK	 
REQUEST	28		Get Specific game	1587283394077	1587283394192	OK	 
REQUEST	25		Get Specific game	1587283394188	1587283394193	OK	 
USER	Code Reuse	44	START	1587283394197	1587283394197
REQUEST	14		Get All Video Games	1587283394081	1587283394201	OK	 
REQUEST	39		Get Specific game	1587283394082	1587283394203	OK	 
REQUEST	23		Get Specific game	1587283394084	1587283394206	OK	 
REQUEST	3		Get All Video Games	1587283394086	1587283394208	OK	 
USER	Code Reuse	45	START	1587283394213	1587283394213
REQUEST	33		Get Specific game	1587283394116	1587283394215	OK	 
REQUEST	40		Get Specific game	1587283394118	1587283394217	OK	 
REQUEST	45		Get All Video Games	1587283394213	1587283394220	OK	 
REQUEST	40		Get Specific game	1587283394217	1587283394222	OK	 
REQUEST	45		Get All Video Games	1587283394221	1587283394225	OK	 
REQUEST	12		Get All Video Games	1587283394122	1587283394227	OK	 
REQUEST	43		Get All Video Games	1587283394125	1587283394229	OK	 
REQUEST	45		Get All Video Games	1587283394226	1587283394231	OK	 
REQUEST	9		Get All Video Games	1587283394133	1587283394232	OK	 
REQUEST	41		Get All Video Games	1587283394139	1587283394234	OK	 
REQUEST	23		Get Specific game	1587283394206	1587283394241	OK	 
REQUEST	35		Get All Video Games	1587283394088	1587283394241	OK	 
REQUEST	6		Get All Video Games	1587283394088	1587283394244	OK	 
REQUEST	35		Get Specific game	1587283394242	1587283394246	OK	 
REQUEST	15		Get All Video Games	1587283394090	1587283394252	OK	 
REQUEST	11		Get All Video Games	1587283394096	1587283394253	OK	 
REQUEST	17		Get Specific game	1587283394107	1587283394256	OK	 
REQUEST	17		Get All Video Games	1587283394256	1587283394263	OK	 
REQUEST	32		Get Specific game	1587283394110	1587283394264	OK	 
REQUEST	26		Get Specific game	1587283394111	1587283394268	OK	 
REQUEST	40		Get Specific game	1587283394224	1587283394273	OK	 
REQUEST	12		Get All Video Games	1587283394228	1587283394277	OK	 
REQUEST	21		Get All Video Games	1587283394128	1587283394278	OK	 
USER	Code Reuse	12	END	1587283392768	1587283394278
REQUEST	43		Get All Video Games	1587283394229	1587283394281	OK	 
REQUEST	34		Get Specific game	1587283394138	1587283394282	OK	 
USER	Code Reuse	46	START	1587283394284	1587283394284
REQUEST	27		Get Specific game	1587283394144	1587283394287	OK	 
REQUEST	9		Get All Video Games	1587283394233	1587283394287	OK	 
USER	Code Reuse	9	END	1587283392768	1587283394288
REQUEST	46		Get All Video Games	1587283394285	1587283394291	OK	 
REQUEST	18		Get All Video Games	1587283394153	1587283394291	OK	 
REQUEST	30		Get Specific game	1587283394153	1587283394297	OK	 
REQUEST	36		Get Specific game	1587283394157	1587283394297	OK	 
REQUEST	42		Get All Video Games	1587283394159	1587283394300	OK	 
REQUEST	30		Get Specific game	1587283394297	1587283394302	OK	 
REQUEST	31		Get All Video Games	1587283394167	1587283394306	OK	 
REQUEST	29		Get All Video Games	1587283394169	1587283394306	OK	 
USER	Code Reuse	29	END	1587283393468	1587283394306
REQUEST	37		Get Specific game	1587283394179	1587283394308	OK	 
REQUEST	31		Get All Video Games	1587283394306	1587283394310	OK	 
REQUEST	28		Get Specific game	1587283394192	1587283394311	OK	 
REQUEST	25		Get All Video Games	1587283394194	1587283394315	OK	 
REQUEST	25		Get All Video Games	1587283394316	1587283394321	OK	 
REQUEST	24		Get All Video Games	1587283394079	1587283394322	OK	 
REQUEST	44		Get All Video Games	1587283394198	1587283394328	OK	 
REQUEST	14		Get All Video Games	1587283394202	1587283394332	OK	 
USER	Code Reuse	14	END	1587283392865	1587283394333
REQUEST	3		Get All Video Games	1587283394209	1587283394336	OK	 
REQUEST	23		Get Specific game	1587283394242	1587283394340	OK	 
REQUEST	6		Get All Video Games	1587283394245	1587283394342	OK	 
REQUEST	6		Get All Video Games	1587283394343	1587283394347	OK	 
REQUEST	35		Get Specific game	1587283394248	1587283394348	OK	 
USER	Code Reuse	6	END	1587283392766	1587283394348
REQUEST	38		Get All Video Games	1587283394090	1587283394352	OK	 
REQUEST	15		Get All Video Games	1587283394252	1587283394357	OK	 
REQUEST	11		Get All Video Games	1587283394253	1587283394360	OK	 
REQUEST	32		Get Specific game	1587283394264	1587283394363	OK	 
REQUEST	11		Get All Video Games	1587283394360	1587283394365	OK	 
USER	Code Reuse	11	END	1587283392768	1587283394366
REQUEST	32		Get Specific game	1587283394363	1587283394368	OK	 
REQUEST	17		Get All Video Games	1587283394266	1587283394369	OK	 
REQUEST	33		Get Specific game	1587283394216	1587283394372	OK	 
REQUEST	26		Get Specific game	1587283394269	1587283394374	OK	 
REQUEST	33		Get Specific game	1587283394373	1587283394377	OK	 
REQUEST	26		Get Specific game	1587283394375	1587283394380	OK	 
REQUEST	33		Get All Video Games	1587283394378	1587283394382	OK	 
REQUEST	26		Get All Video Games	1587283394381	1587283394386	OK	 
REQUEST	33		Get All Video Games	1587283394384	1587283394389	OK	 
REQUEST	26		Get All Video Games	1587283394387	1587283394391	OK	 
REQUEST	33		Get All Video Games	1587283394389	1587283394394	OK	 
USER	Code Reuse	33	END	1587283393663	1587283394395
